Time (days),Min,hours,Atm Temp degC,Foundation Temp ,BH1-1(14.6m),BH1-2 (9.8m),BH1-3(7.3m),BH1-4 (3.7m),BH1-5 (1.8m),BH1-6 (0.6m),BH2 -1 ,BH2 -2 ,BH2-3,BH2-4,BH2-5,BH2-6
0,0,0,22.000362,9.550079,9.469849,9.421661,9.212952,8.351807,8.983734,10.69278,9.395111,9.455231,9.257507,8.384644,10.091248,13.35849
0.003285,4.7304,0.07884,22.056843,9.550171,9.470978,9.421631,9.212708,8.351898,8.98407,10.693146,9.395142,9.4552,9.257294,8.384674,10.091553,13.358521
0.00657,9.4608,0.15768,22.113323,9.550323,9.470428,9.421753,9.21286,8.351868,8.984283,10.693329,9.395294,9.455261,9.257507,8.384888,10.092072,13.358459
0.01022,14.7168,0.24528,22.224026,9.550079,9.470673,9.421722,9.212769,8.35202,8.984467,10.694031,9.395142,9.455048,9.257477,8.38501,10.092285,13.3591
0.01387,19.9728,0.33288,22.307613,9.550049,9.470642,9.421814,9.212799,8.352173,8.984711,10.694275,9.395355,9.454987,9.257477,8.385254,10.092773,13.359161
0.017155,24.7032,0.41172,22.447689,9.550079,9.470825,9.42157,9.21286,8.35202,8.984711,10.694824,9.395142,9.455109,9.257568,8.385345,10.093414,13.359558
0.020805,29.9592,0.49932,22.558392,9.550049,9.4711,9.421661,9.212677,8.352081,8.984924,10.69519,9.395203,9.455109,9.257507,8.385406,10.093719,13.359619
0.02409,34.6896,0.57816,22.644245,9.55014,9.471069,9.421448,9.212616,8.352142,8.985168,10.695648,9.395355,9.455048,9.257507,8.38559,10.094025,13.359955
0.02774,39.9456,0.66576,22.754948,9.550049,9.471344,9.421692,9.212799,8.352264,8.985413,10.695801,9.395447,9.455017,9.25766,8.385437,10.09433,13.359924
0.031025,44.676,0.7446,22.867908,9.549835,9.471161,9.421661,9.21283,8.352509,8.985596,10.696228,9.395294,9.454865,9.257629,8.385773,10.095001,13.360382
0.034675,49.932,0.8322,22.980877,9.550079,9.470764,9.421478,9.212738,8.352478,8.985687,10.696808,9.395477,9.454987,9.257477,8.38562,10.095245,13.361053
0.03796,54.6624,0.91104,23.066723,9.550049,9.470581,9.42157,9.212463,8.352478,8.986053,10.697205,9.395355,9.454956,9.257629,8.386047,10.095581,13.360809
0.04161,59.9184,0.99864,23.152576,9.549957,9.469818,9.421661,9.212494,8.352539,8.986115,10.69751,9.395355,9.454987,9.257507,8.386017,10.096191,13.360748
0.044895,64.6488,1.07748,23.265537,9.549835,9.470367,9.421753,9.212524,8.352478,8.986389,10.697845,9.395294,9.454895,9.257538,8.38623,10.096405,13.361023
0.048545,69.9048,1.16508,23.380764,9.549866,9.469971,9.42157,9.212616,8.352783,8.98645,10.698273,9.395142,9.454987,9.257599,8.386261,10.096741,13.361359
0.05183,74.6352,1.24392,23.495983,9.549957,9.471283,9.421631,9.212677,8.352509,8.986877,10.698669,9.395233,9.454742,9.257629,8.386353,10.097198,13.361725
0.05548,79.8912,1.33152,23.608944,9.549652,9.471069,9.421722,9.212677,8.352753,8.986908,10.699341,9.395386,9.454773,9.257629,8.386414,10.097534,13.361938
0.058765,84.6216,1.41036,23.753536,9.550598,9.471039,9.4216,9.212524,8.352936,8.986877,10.699432,9.395264,9.454834,9.257568,8.386597,10.097992,13.362488
0.062415,89.8776,1.49796,23.868763,9.550568,9.470062,9.421417,9.212524,8.352905,8.987152,10.699707,9.395111,9.454987,9.25766,8.386749,10.09848,13.362671
0.0657,94.608,1.5768,23.98624,9.55069,9.471405,9.421539,9.212524,8.352997,8.987579,10.699982,9.395477,9.454865,9.257416,8.386719,10.098938,13.362518
0.06935,99.864,1.6644,24.130833,9.550446,9.470886,9.421478,9.212524,8.35318,8.987579,10.700531,9.395264,9.454895,9.257568,8.386902,10.099243,13.362518
0.072635,104.5944,1.74324,24.24831,9.550323,9.471649,9.4216,9.212494,8.353302,8.987854,10.700989,9.395142,9.45462,9.257751,8.387085,10.099762,13.361969
0.076285,109.8504,1.83084,24.363537,9.550476,9.471252,9.421326,9.212524,8.353149,8.988068,10.701355,9.395203,9.455017,9.257629,8.387085,10.100037,13.362274
0.07957,114.5808,1.90968,24.451649,9.550354,9.470795,9.421417,9.21228,8.353271,8.988129,10.701599,9.395233,9.454865,9.25769,8.387207,10.100494,13.362396
0.08322,119.8368,1.99728,24.481014,9.550293,9.471527,9.421478,9.212372,8.353363,8.988342,10.701935,9.395508,9.454712,9.257751,8.387421,10.100983,13.362762
0.086505,124.5672,2.07612,24.481014,9.550507,9.470978,9.421356,9.21228,8.353363,8.988678,10.702393,9.395233,9.454834,9.25766,8.388245,10.101349,13.363678
0.090155,129.8232,2.16372,24.451649,9.550323,9.471008,9.421478,9.212494,8.353455,8.988861,10.702942,9.395355,9.454742,9.257843,8.387512,10.101685,13.363739
0.09344,134.5536,2.24256,24.451649,9.55072,9.470795,9.421234,9.212128,8.353485,8.988922,10.703308,9.395294,9.454651,9.257629,8.387726,10.102051,13.365295
0.09709,139.8096,2.33016,24.451649,9.552399,9.472717,9.421448,9.212189,8.353638,8.989075,10.703735,9.395355,9.454651,9.25766,8.387695,10.102448,13.365601
0.100375,144.54,2.409,24.451649,9.555573,9.470978,9.421539,9.212433,8.353638,8.989227,10.704193,9.395294,9.454529,9.257751,8.387848,10.103119,13.365601
0.104025,149.796,2.4966,24.481014,9.560028,9.470703,9.421417,9.212219,8.353577,8.989532,10.70462,9.395142,9.454498,9.25766,8.387878,10.103241,13.365662
0.10731,154.5264,2.57544,24.481014,9.565155,9.470917,9.421204,9.212219,8.353882,8.989777,10.705109,9.395264,9.454437,9.257874,8.388062,10.103607,13.365356
0.11096,159.7824,2.66304,24.481014,9.571136,9.470306,9.42099,9.212067,8.353729,8.989929,10.7052,9.395477,9.454376,9.25769,8.388062,10.104065,13.365021
0.114245,164.5128,2.74188,24.481014,9.577667,9.471222,9.421356,9.21225,8.353912,8.990051,10.70578,9.395233,9.45459,9.257782,8.388245,10.104248,13.366058
0.117895,169.7688,2.82948,24.481014,9.584076,9.471161,9.421112,9.212189,8.353912,8.990265,10.706116,9.395111,9.454498,9.257935,8.388397,10.10495,13.367645
0.12118,174.4992,2.90832,24.510387,9.590881,9.470886,9.421112,9.212189,8.35376,8.990265,10.706757,9.395142,9.454346,9.257782,8.388458,10.105408,13.368073
0.12483,179.7552,2.99592,24.539753,9.597778,9.471008,9.421051,9.212219,8.353973,8.99054,10.707123,9.394928,9.454376,9.25769,8.388702,10.105865,13.368866
0.128115,184.4856,3.07476,24.598499,9.605591,9.470764,9.421112,9.211975,8.354065,8.990753,10.707611,9.39505,9.454529,9.257843,8.388611,10.106293,13.369049
0.131765,189.7416,3.16236,24.657238,9.615082,9.470764,9.421112,9.21225,8.354187,8.990875,10.707947,9.395142,9.454376,9.257599,8.388702,10.106476,13.369385
0.13505,194.472,3.2412,24.657238,9.628021,9.47049,9.420959,9.212189,8.354187,8.990875,10.707947,9.39505,9.454376,9.257599,8.388916,10.106476,13.371307
0.1387,199.728,3.3288,24.657238,9.643951,9.47049,9.421234,9.212128,8.354187,8.991394,10.709015,9.395294,9.454376,9.257507,8.389191,10.107452,13.371307
0.141985,204.4584,3.40764,24.539753,9.6651,9.471497,9.421112,9.212097,8.354248,8.991455,10.709686,9.39505,9.454407,9.257507,8.389191,10.107941,13.37204
0.145635,209.7144,3.49524,24.422276,9.690277,9.471222,9.421112,9.211914,8.354523,8.991852,10.710052,9.395111,9.454163,9.257416,8.389191,10.108398,13.371521
0.14892,214.4448,3.57408,24.24831,9.719391,9.471069,9.42099,9.211914,8.354553,8.991974,10.710419,9.39505,9.454285,9.257477,8.389191,10.108765,13.37146
0.15257,219.7008,3.66168,24.072094,9.75174,9.47168,9.421204,9.212097,8.354401,8.992065,10.710907,9.39505,9.454254,9.257507,8.389709,10.1091,13.372223
0.155855,224.4312,3.74052,23.927502,9.787262,9.472534,9.420959,9.212006,8.354553,8.99234,10.711334,9.395111,9.454285,9.257355,8.389801,10.109741,13.372223
0.159505,229.6872,3.82812,23.724171,9.825226,9.47168,9.42099,9.211823,8.354614,8.992462,10.711853,9.395111,9.454193,9.257355,8.389954,10.110138,13.371704
0.16279,234.4176,3.90696,23.581837,9.86557,9.471283,9.421051,9.211731,8.354736,8.992828,10.71228,9.395294,9.454285,9.257324,8.390259,10.110382,13.371765
0.16644,239.6736,3.99456,23.437244,9.907501,9.471985,9.420868,9.211731,8.354736,8.992828,10.712616,9.394989,9.454193,9.257263,8.390442,10.110748,13.371796
0.169725,244.404,4.0734,23.29491,9.951233,9.471222,9.420715,9.211761,8.354767,8.993164,10.713104,9.395203,9.454041,9.257172,8.39032,10.111115,13.372162
0.173375,249.66,4.161,23.179691,9.995697,9.471527,9.420868,9.211853,8.354706,8.993408,10.713501,9.39505,9.454163,9.257141,8.390442,10.111725,13.372498
0.17666,254.3904,4.23984,23.039616,10.041626,9.471405,9.420746,9.211731,8.354797,8.993408,10.713745,9.395142,9.45401,9.257172,8.390656,10.111969,13.373322
0.18031,259.6464,4.32744,22.924389,10.088104,9.47049,9.42099,9.211761,8.35495,8.993774,10.714355,9.395111,9.454132,9.257294,8.390717,10.112305,13.375061
0.183595,264.3768,4.40628,22.811428,10.135406,9.470764,9.420715,9.21167,8.354858,8.993774,10.714813,9.394897,9.454102,9.257172,8.390778,10.113068,13.376068
0.187245,269.6328,4.49388,22.72784,10.182861,9.471039,9.420868,9.211517,8.355011,8.994049,10.715363,9.395142,9.454102,9.257141,8.391022,10.113464,13.376404
0.19053,274.3632,4.57272,22.644245,10.230988,9.470215,9.420624,9.211823,8.355103,8.994263,10.715729,9.39505,9.45401,9.25708,8.391205,10.1138,13.375397
0.19418,279.6192,4.66032,22.558392,10.279144,9.470367,9.420746,9.21167,8.35498,8.994446,10.716156,9.395111,9.454071,9.257141,8.391388,10.114227,13.375183
0.197465,284.3496,4.73916,22.474804,10.327606,9.471161,9.420685,9.211395,8.355164,8.994476,10.716644,9.394867,9.454193,9.25705,8.391541,10.114532,13.374237
0.201115,289.6056,4.82676,22.418324,10.37619,9.47049,9.420532,9.211487,8.355255,8.994873,10.71698,9.39505,9.453888,9.256897,8.391541,10.115082,13.374298
0.2044,294.336,4.9056,22.334728,10.424835,9.471222,9.420715,9.211395,8.355316,8.994934,10.717285,9.39505,9.453918,9.256836,8.391693,10.115479,13.374878
0.20805,299.592,4.9932,22.251133,10.473267,9.470459,9.420624,9.211212,8.355347,8.995148,10.717834,9.39505,9.453918,9.256775,8.391876,10.115784,13.375183
0.211335,304.3224,5.07204,22.167545,10.521942,9.470673,9.420502,9.211365,8.355408,8.99527,10.718262,9.395111,9.453918,9.256836,8.392029,10.116302,13.375519
0.214985,309.5784,5.15964,22.113323,10.570129,9.470245,9.420898,9.211426,8.355408,8.995544,10.718567,9.39505,9.453949,9.256836,8.391998,10.116699,13.37561
0.21827,314.3088,5.23848,22.056843,10.618622,9.470886,9.420624,9.211212,8.355499,8.99588,10.719055,9.39505,9.453796,9.256927,8.39212,10.116974,13.376068
0.22192,319.5648,5.32608,22.000362,10.666809,9.470062,9.420593,9.211243,8.35556,8.996002,10.719421,9.39502,9.453766,9.256775,8.392273,10.11734,13.376617
0.225205,324.2952,5.40492,21.94614,10.714691,9.470398,9.420593,9.21109,8.355438,8.996094,10.719757,9.39502,9.453827,9.256775,8.392426,10.117615,13.376617
0.228855,329.5512,5.49252,21.889652,10.762482,9.470398,9.420685,9.211365,8.355682,8.996338,10.720337,9.39505,9.453674,9.256805,8.392731,10.118164,13.37616
0.23214,334.2816,5.57136,21.83543,10.810394,9.470703,9.420502,9.211304,8.355865,8.996643,10.720703,9.39502,9.453796,9.256775,8.3927,10.118652,13.376312
0.23579,339.5376,5.65896,21.781208,10.857849,9.471252,9.420471,9.211243,8.355865,8.996735,10.721039,9.39505,9.453644,9.256805,8.392639,10.119019,13.377167
0.239075,344.268,5.7378,21.724728,10.904999,9.470551,9.420441,9.21106,8.355865,8.997101,10.721588,9.395111,9.453583,9.256805,8.392761,10.119171,13.37738
0.242725,349.524,5.8254,21.670506,10.951965,9.471619,9.420471,9.211212,8.355988,8.996948,10.721863,9.394897,9.453674,9.256622,8.393097,10.119629,13.377289
0.24601,354.2544,5.90424,21.616283,10.998535,9.470093,9.420624,9.211365,8.355957,8.997284,10.72226,9.394989,9.453583,9.256653,8.393005,10.120087,13.377289
0.24966,359.5104,5.99184,21.559803,11.044556,9.470642,9.42038,9.211151,8.356018,8.997559,10.722504,9.39502,9.453644,9.256714,8.393188,10.120392,13.377319
0.252945,364.2408,6.07068,21.505581,11.090729,9.47168,9.420349,9.21106,8.356201,8.997742,10.723053,9.394867,9.453644,9.256683,8.39325,10.120789,13.377899
0.256595,369.4968,6.15828,21.451359,11.136475,9.470459,9.420471,9.210785,8.356049,8.997986,10.723572,9.39502,9.453644,9.256683,8.393494,10.121338,13.379089
0.25988,374.2272,6.23712,21.397137,11.181641,9.470764,9.420624,9.21106,8.356232,8.997955,10.724121,9.394989,9.453491,9.256561,8.393616,10.121918,13.379883
0.26353,379.4832,6.32472,21.340656,11.226593,9.471008,9.42038,9.211121,8.356323,8.998322,10.724487,9.39502,9.453522,9.256561,8.393677,10.122101,13.38028
0.266815,384.2136,6.40356,21.286434,11.271332,9.470306,9.420258,9.210815,8.356354,8.998413,10.724945,9.394897,9.45343,9.256653,8.39389,10.122559,13.380646
0.270465,389.4696,6.49116,21.232212,11.315735,9.470703,9.42038,9.210999,8.356445,8.998657,10.725403,9.394989,9.4534,9.256622,8.394012,10.122925,13.380859
0.27375,394.2,6.57,21.150883,11.359894,9.471069,9.420349,9.210815,8.356445,8.998871,10.725952,9.394836,9.453583,9.256653,8.394135,10.123535,13.380951
0.2774,399.456,6.6576,21.069546,11.403625,9.470032,9.420013,9.210571,8.356476,8.999084,10.726166,9.394989,9.4534,9.256439,8.394226,10.12384,13.381042
0.28105,404.712,6.7452,20.988216,11.447235,9.47049,9.420227,9.210815,8.356689,8.999176,10.726654,9.394928,9.4534,9.256409,8.394409,10.124329,13.381592
0.284335,409.4424,6.82404,20.906879,11.490234,9.470764,9.420471,9.210999,8.356628,8.999359,10.727203,9.394775,9.453339,9.256317,8.394653,10.124939,13.382294
0.287985,414.6984,6.91164,20.798435,11.533295,9.470032,9.420288,9.210968,8.356689,8.999542,10.727814,9.394897,9.453217,9.256287,8.394867,10.125275,13.382721
0.29127,419.4288,6.99048,20.717106,11.575958,9.471069,9.420471,9.210785,8.35672,8.999695,10.728333,9.39502,9.453278,9.256378,8.394836,10.12558,13.382935
0.29492,424.6848,7.07808,20.638027,11.618042,9.471161,9.420258,9.210754,8.356628,8.999939,10.728699,9.394745,9.453339,9.256226,8.39502,10.126099,13.383148
0.298205,429.4152,7.15692,20.556698,11.659943,9.4711,9.420044,9.210571,8.356812,9.000214,10.729034,9.394775,9.453308,9.256195,8.395233,10.126526,13.383514
0.301855,434.6712,7.24452,20.502476,11.701721,9.469879,9.420227,9.210754,8.357086,9.000214,10.729675,9.394928,9.453278,9.256195,8.395233,10.126953,13.384552
0.30514,439.4016,7.32336,20.39629,11.743347,9.469971,9.420197,9.210724,8.356934,9.000397,10.730072,9.394897,9.453186,9.256195,8.395477,10.127472,13.384796
0.30879,444.6576,7.41096,20.342068,11.784607,9.470398,9.420044,9.210632,8.357086,9.000732,10.730499,9.394775,9.453217,9.256287,8.395721,10.127777,13.384857
0.312075,449.388,7.4898,20.262997,11.825226,9.471069,9.419983,9.210541,8.356995,9.001099,10.730988,9.394836,9.453094,9.255951,8.395782,10.128082,13.384857
0.315725,454.644,7.5774,20.18166,11.865814,9.470581,9.420013,9.210632,8.356964,9.001251,10.731415,9.394836,9.453217,9.255981,8.395813,10.128418,13.384766
0.31901,459.3744,7.65624,20.102589,11.906311,9.470184,9.420013,9.210541,8.357056,9.001465,10.731903,9.394745,9.452972,9.255859,8.396149,10.128784,13.38504
0.32266,464.6304,7.74384,20.023518,11.945953,9.46994,9.419922,9.210693,8.357178,9.001434,10.7323,9.394623,9.453156,9.256073,8.39621,10.129395,13.385223
0.325945,469.3608,7.82268,19.917332,11.985565,9.471649,9.419891,9.210541,8.357147,9.001862,10.732758,9.394989,9.452972,9.255951,8.396423,10.129578,13.384949
0.329595,474.6168,7.91028,19.811146,12.02478,9.471069,9.420013,9.210754,8.357178,9.001862,10.733185,9.394836,9.453064,9.255798,8.396576,10.130157,13.385162
0.33288,479.3472,7.98912,19.732075,12.063782,9.470062,9.419708,9.210541,8.35733,9.002075,10.733429,9.394867,9.453094,9.255829,8.39679,10.130432,13.384644
0.33653,484.6032,8.07672,19.625889,12.1026,9.471741,9.4198,9.210388,8.357544,9.002197,10.733826,9.394745,9.453003,9.255829,8.396851,10.130859,13.38501
0.339815,489.3336,8.15556,19.521961,12.141052,9.470062,9.419861,9.210449,8.357574,9.002472,10.734283,9.394745,9.453156,9.255707,8.396881,10.131439,13.385437
0.343465,494.5896,8.24316,19.415775,12.179047,9.469696,9.4198,9.210541,8.357605,9.002625,10.73465,9.394775,9.452881,9.255615,8.397095,10.131683,13.385559
0.34675,499.32,8.322,19.311848,12.217133,9.470398,9.419891,9.210297,8.357544,9.002899,10.735077,9.394897,9.452911,9.255951,8.397339,10.132202,13.386414
0.3504,504.576,8.4096,19.232777,12.254608,9.470642,9.4198,9.210266,8.357635,9.003174,10.735657,9.394775,9.452972,9.255707,8.3974,10.132599,13.387085
0.353685,509.3064,8.48844,19.128849,12.291992,9.46994,9.419922,9.210449,8.357788,9.003357,10.736023,9.394745,9.452698,9.255615,8.397552,10.132965,13.387207
0.357335,514.5624,8.57604,19.024929,12.328979,9.470825,9.419769,9.210266,8.357788,9.003448,10.736603,9.394745,9.452759,9.255646,8.397797,10.133484,13.387115
0.36062,519.2928,8.65488,18.921001,12.365753,9.470459,9.419922,9.210144,8.357819,9.003662,10.736969,9.394684,9.452881,9.255646,8.397705,10.133728,13.387268
0.36427,524.5488,8.74248,18.817074,12.402191,9.469452,9.419678,9.210144,8.35791,9.003815,10.737366,9.394867,9.452728,9.255646,8.397797,10.134247,13.387085
0.367555,529.2792,8.82132,18.713146,12.438446,9.470093,9.419647,9.210144,8.358093,9.003906,10.737793,9.394653,9.452698,9.255493,8.398102,10.134399,13.387421
0.371205,534.5352,8.90892,18.609226,12.474396,9.470062,9.4198,9.209961,8.358154,9.004272,10.738129,9.394836,9.452667,9.255585,8.398193,10.13501,13.387421
0.37449,539.2656,8.98776,18.532406,12.509979,9.470184,9.419525,9.210114,8.358215,9.004547,10.738434,9.394684,9.45282,9.255341,8.398285,10.135498,13.387695
0.37814,544.5216,9.07536,18.455593,12.545441,9.469971,9.419708,9.210175,8.358185,9.004608,10.739075,9.394745,9.452698,9.255493,8.398529,10.135895,13.388153
0.381425,549.252,9.1542,18.37878,12.58075,9.470093,9.419861,9.2099,8.358185,9.004639,10.73938,9.394836,9.452759,9.255432,8.39859,10.136139,13.387878
0.385075,554.508,9.2418,18.301968,12.615387,9.470428,9.419617,9.210205,8.358185,9.005005,10.739899,9.394775,9.452667,9.255371,8.398865,10.136658,13.387451
0.38836,559.2384,9.32064,18.200298,12.65036,9.470062,9.419617,9.210083,8.358429,9.005219,10.740021,9.394653,9.452698,9.255249,8.398895,10.13736,13.387695
0.39201,564.4944,9.40824,18.096371,12.684601,9.471375,9.419678,9.20993,8.358429,9.005493,10.740662,9.394775,9.452698,9.255341,8.398956,10.137695,13.388672
0.395295,569.2248,9.48708,17.994709,12.719086,9.469818,9.419678,9.210052,8.358459,9.005585,10.741119,9.394623,9.452545,9.255463,8.399231,10.138062,13.389038
0.398945,574.4808,9.57468,17.917896,12.753174,9.470886,9.419678,9.209961,8.358337,9.005737,10.741364,9.394745,9.452545,9.255432,8.399261,10.138428,13.388824
0.40223,579.2112,9.65352,17.868191,12.78656,9.471313,9.419373,9.209808,8.358673,9.00589,10.741852,9.394623,9.452545,9.255371,8.399323,10.138763,13.389191
0.40588,584.4672,9.74112,17.791378,12.820282,9.470795,9.419434,9.210052,8.358429,9.006073,10.742096,9.394928,9.452576,9.255249,8.399414,10.13913,13.389374
0.409165,589.1976,9.81996,17.741673,12.853607,9.470581,9.419678,9.2099,8.358582,9.006348,10.742737,9.394684,9.452728,9.255371,8.399506,10.139648,13.390228
0.412815,594.4536,9.90756,17.689709,12.88681,9.470154,9.419739,9.209717,8.358765,9.006714,10.743134,9.394684,9.452576,9.255219,8.39975,10.139984,13.390442
0.4161,599.184,9.9864,17.640003,12.919312,9.470154,9.419342,9.209778,8.358795,9.006622,10.743805,9.394684,9.452484,9.255249,8.399933,10.14035,13.391418
0.41975,604.44,10.074,17.615154,12.952118,9.470978,9.419586,9.210083,8.358826,9.006958,10.744171,9.394592,9.452332,9.255188,8.399994,10.140961,13.391571
0.423035,609.1704,10.15284,17.56319,12.984772,9.471436,9.419495,9.209625,8.358948,9.007111,10.744659,9.394684,9.452576,9.255249,8.400146,10.141113,13.392029
0.426685,614.4264,10.24044,17.538342,13.016846,9.470917,9.419525,9.209717,8.359009,9.007294,10.745117,9.394623,9.452454,9.255188,8.400421,10.141693,13.392181
0.42997,619.1568,10.31928,17.488636,13.048828,9.470154,9.419495,9.209686,8.359039,9.007446,10.745483,9.394775,9.452301,9.255249,8.400452,10.142059,13.392303
0.43362,624.4128,10.40688,17.436672,13.080627,9.470703,9.419403,9.209778,8.35907,9.007568,10.745972,9.394684,9.452484,9.255035,8.400635,10.142487,13.392487
0.436905,629.1432,10.48572,17.386967,13.112183,9.470551,9.419403,9.209686,8.359222,9.007843,10.746307,9.394745,9.452484,9.254883,8.400909,10.142975,13.392426
0.440555,634.3992,10.57332,17.337269,13.143372,9.47049,9.419525,9.209625,8.359222,9.008026,10.74704,9.394653,9.452545,9.254974,8.401154,10.143219,13.392944
0.44384,639.1296,10.65216,17.260448,13.174774,9.470825,9.419403,9.209625,8.359436,9.008392,10.747345,9.394745,9.452209,9.255127,8.401154,10.143982,13.393219
0.44749,644.3856,10.73976,17.210751,13.205597,9.471344,9.41925,9.209595,8.359406,9.008606,10.747711,9.394684,9.452362,9.254852,8.401337,10.144257,13.393402
0.450775,649.116,10.8186,17.161045,13.236267,9.471283,9.419373,9.209442,8.359192,9.00885,10.748199,9.394775,9.45224,9.254974,8.401581,10.144867,13.393677
0.454425,654.372,10.9062,17.11134,13.266968,9.471222,9.419342,9.209595,8.359528,9.009003,10.748627,9.394501,9.452393,9.254852,8.401611,10.145111,13.393738
0.45771,659.1024,10.98504,17.036785,13.297272,9.471222,9.418793,9.209564,8.359528,9.009033,10.748993,9.394653,9.45224,9.25473,8.40152,10.145355,13.393646
0.46136,664.3584,11.07264,16.959972,13.327301,9.469879,9.419281,9.209564,8.359436,9.009125,10.749481,9.394501,9.452332,9.2547,8.401855,10.145935,13.39386
0.464645,669.0888,11.15148,16.885418,13.3573,9.470245,9.419342,9.209351,8.35968,9.00946,10.749847,9.394501,9.452087,9.254578,8.401794,10.146454,13.39389
0.468295,674.3448,11.23908,16.810863,13.387268,9.469299,9.419342,9.209412,8.35965,9.009705,10.750336,9.394501,9.451965,9.25473,8.40213,10.146881,13.393799
0.47158,679.0752,11.31792,16.711452,13.416901,9.46933,9.419128,9.209351,8.359711,9.009949,10.750732,9.394623,9.452118,9.254608,8.402313,10.147095,13.393921
0.47523,684.3312,11.40552,16.661747,13.446228,9.469971,9.419281,9.20932,8.359894,9.01001,10.751038,9.394501,9.451996,9.25473,8.402344,10.147583,13.393951
0.478515,689.0616,11.48436,16.587193,13.475586,9.470184,9.418854,9.209351,8.359833,9.010132,10.751617,9.394623,9.452057,9.254639,8.402466,10.148041,13.393951
0.482165,694.3176,11.57196,16.512638,13.504669,9.470428,9.419342,9.20932,8.359924,9.010498,10.751831,9.394592,9.452209,9.254608,8.402588,10.148468,13.394287
0.48545,699.048,11.6508,16.462933,13.53363,9.470703,9.419006,9.209167,8.359985,9.010468,10.752319,9.394623,9.452087,9.254395,8.402771,10.148712,13.394073
0.4891,704.304,11.7384,16.388378,13.562439,9.47049,9.419281,9.209229,8.360016,9.010773,10.752686,9.394623,9.451996,9.254425,8.402771,10.149261,13.394226
0.492385,709.0344,11.81724,16.33868,13.591034,9.469971,9.419037,9.209412,8.359924,9.010956,10.752991,9.394653,9.452148,9.254395,8.403076,10.149719,13.394684
0.496035,714.2904,11.90484,16.291233,13.619263,9.471283,9.419037,9.209106,8.36026,9.011322,10.753326,9.394745,9.451965,9.254242,8.402985,10.149994,13.394592
0.49932,719.0208,11.98368,16.216679,13.647705,9.46994,9.419159,9.209076,8.360138,9.011353,10.753937,9.394623,9.452087,9.254395,8.403351,10.150024,13.39444
0.50297,724.2768,12.07128,16.166973,13.675415,9.470581,9.419098,9.209198,8.360138,9.011536,10.754181,9.394409,9.451874,9.254486,8.403259,10.150452,13.394531
0.506255,729.0072,12.15012,16.117268,13.703461,9.470428,9.418823,9.209076,8.360168,9.01178,10.754669,9.394653,9.451752,9.254364,8.403473,10.150696,13.394653
0.509905,734.2632,12.23772,16.06757,13.731415,9.470551,9.418793,9.209045,8.360321,9.011871,10.754974,9.394592,9.451843,9.254272,8.403717,10.151245,13.394592
0.51319,738.9936,12.31656,16.020123,13.758331,9.469482,9.418762,9.208679,8.360291,9.012024,10.75528,9.394348,9.451599,9.253937,8.403381,10.151154,13.394745
0.51684,744.2496,12.40416,15.945568,13.78598,9.470215,9.418732,9.208832,8.360168,9.012054,10.755676,9.394196,9.45163,9.254059,8.403687,10.151825,13.394928
0.520125,748.98,12.483,15.895863,13.813263,9.470703,9.418793,9.208832,8.360291,9.012329,10.755981,9.394409,9.45166,9.253998,8.403931,10.152161,13.395111
0.523775,754.236,12.5706,15.848423,13.840271,9.470978,9.419037,9.20874,8.360291,9.012451,10.756409,9.394287,9.451477,9.253998,8.403809,10.152679,13.395142
0.52706,758.9664,12.64944,15.773861,13.867279,9.469696,9.418732,9.208771,8.360413,9.012726,10.756775,9.394348,9.45163,9.254059,8.403961,10.153076,13.395142
0.53071,764.2224,12.73704,15.701565,13.894135,9.46994,9.418549,9.208954,8.360443,9.012787,10.757172,9.394409,9.45163,9.253906,8.404175,10.153503,13.395142
0.533995,768.9528,12.81588,15.60442,13.920868,9.469635,9.418854,9.20874,8.360718,9.013153,10.757629,9.394409,9.45163,9.253998,8.404388,10.153748,13.395142
0.537645,774.2088,12.90348,15.554714,13.947296,9.470215,9.418823,9.208771,8.360657,9.013306,10.758087,9.394348,9.45166,9.254242,8.404602,10.154419,13.395569
0.54093,778.9392,12.98232,15.482418,13.973755,9.470184,9.418793,9.208771,8.36087,9.013733,10.758636,9.394501,9.451538,9.25412,8.404602,10.154846,13.396027
0.54458,784.1952,13.06992,15.43272,13.999908,9.469604,9.418671,9.208557,8.360931,9.013763,10.758942,9.394501,9.451538,9.254089,8.404816,10.155487,13.39621
0.547865,788.9256,13.14876,15.407864,14.026031,9.471069,9.418549,9.20871,8.360901,9.013947,10.759277,9.394409,9.451508,9.253998,8.404816,10.155457,13.396149
0.551515,794.1816,13.23636,15.360424,14.051758,9.470306,9.418793,9.20871,8.360931,9.014252,10.759705,9.394287,9.451385,9.253998,8.404938,10.155853,13.395935
0.555165,799.4376,13.32396,15.310719,14.077576,9.470459,9.418671,9.208618,8.360931,9.014374,10.760162,9.39444,9.45163,9.253998,8.405121,10.156342,13.395874
0.55845,804.168,13.4028,15.263271,14.103241,9.469635,9.418793,9.208679,8.361115,9.014557,10.760437,9.394409,9.451385,9.254028,8.405304,10.15686,13.395874
0.5621,809.424,13.4904,15.213573,14.128632,9.470917,9.41861,9.208679,8.361237,9.014832,10.760742,9.394409,9.451508,9.253937,8.405304,10.157135,13.396027
