Time (days),Min,hours,Atm Temp degC,Foundation Temp ,BH1-1(14.6m),BH1-2 (9.8m),BH1-3(7.3m),BH1-4 (3.7m),BH1-5 (1.8m),BH1-6 (0.6m),BH2 -1 ,BH2 -2 ,BH2-3,BH2-4,BH2-5,BH2-6
42.974005,61882.5672,1031.37612,24.422276,12.344299,11.085175,11.671021,11.823853,12.311493,14.162262,16.921204,10.413971,10.950623,10.968536,12.029572,15.021729,17.73465
42.97729,61887.2976,1031.45496,24.481014,12.343872,11.085541,11.671021,11.823578,12.311493,14.162262,16.921204,10.413971,10.950623,10.968384,12.029724,15.021729,17.734375
42.98094,61892.5536,1031.54256,24.539753,12.343414,11.085236,11.67038,11.823273,12.311279,14.16217,16.921021,10.413971,10.950348,10.968262,12.029938,15.021729,17.733765
42.984225,61897.284,1031.6214,24.627865,12.343201,11.083008,11.670227,11.822937,12.310913,14.162201,16.92099,10.413849,10.950165,10.968323,12.030121,15.022003,17.733765
42.987875,61902.54,1031.709,24.686611,12.342865,11.083008,11.6698,11.822723,12.310913,14.162109,16.921021,10.413666,10.950256,10.96817,12.030182,15.022156,17.733032
42.99116,61907.2704,1031.78784,24.747608,12.342468,11.082153,11.669678,11.82254,12.311005,14.162109,16.920898,10.413666,10.950256,10.967987,12.03009,15.022369,17.732452
42.99481,61912.5264,1031.87544,24.776981,12.342133,11.083221,11.669556,11.822357,12.31073,14.16217,16.920776,10.413544,10.950256,10.967926,12.030212,15.022522,17.732086
42.998095,61917.2568,1031.95428,24.83572,12.341553,11.082642,11.668732,11.822021,12.310547,14.162079,16.920532,10.413635,10.949982,10.967926,12.030029,15.022736,17.73175
43.001745,61922.5128,1032.04188,24.894459,12.341217,11.082886,11.668915,11.821777,12.310516,14.162048,16.92041,10.413361,10.950073,10.967896,12.030334,15.022736,17.731323
43.00503,61927.2432,1032.12072,24.953197,12.340729,11.082306,11.668854,11.821381,12.310211,14.161865,16.920166,10.413452,10.949982,10.967926,12.030243,15.022705,17.730682
43.00868,61932.4992,1032.20832,24.982571,12.340454,11.081604,11.668579,11.821228,12.310181,14.162048,16.920349,10.4133,10.949768,10.967987,12.030212,15.022919,17.730194
43.011965,61937.2296,1032.28716,25.014202,12.340057,11.082458,11.668274,11.820953,12.309998,14.161957,16.920013,10.413177,10.949738,10.967743,12.030334,15.022919,17.729797
43.015615,61942.4856,1032.37476,25.072941,12.339508,11.082672,11.667969,11.820709,12.309875,14.161804,16.920105,10.4133,10.949738,10.967651,12.030182,15.022919,17.72937
43.0189,61947.216,1032.4536,25.13168,12.339264,11.081604,11.667725,11.820465,12.309509,14.162048,16.920135,10.413177,10.949524,10.96759,12.030334,15.023224,17.729187
43.02255,61952.472,1032.5412,25.163311,12.338928,11.082214,11.66745,11.820343,12.309723,14.161896,16.919983,10.413208,10.94931,10.96759,12.030243,15.023315,17.728699
43.025835,61957.2024,1032.62004,25.22205,12.33844,11.081482,11.667175,11.820038,12.309479,14.161804,16.919922,10.413147,10.949127,10.967499,12.030121,15.023254,17.728363
43.029485,61962.4584,1032.70764,25.280788,12.338043,11.081787,11.666901,11.819855,12.309204,14.161743,16.919861,10.413025,10.949066,10.967346,12.030182,15.023468,17.727905
43.03277,61967.1888,1032.78648,25.341793,12.337769,11.080902,11.666809,11.819458,12.30896,14.161804,16.919769,10.412842,10.949066,10.967255,12.030182,15.02359,17.7276
43.03642,61972.4448,1032.87408,25.40279,12.337372,11.080841,11.666138,11.819214,12.308929,14.161682,16.919556,10.413055,10.948883,10.967316,12.030243,15.023804,17.726959
43.039705,61977.1752,1032.95292,25.490902,12.336884,11.080841,11.66626,11.818939,12.308838,14.161652,16.919617,10.412811,10.948883,10.967194,12.029999,15.023804,17.726959
43.043355,61982.4312,1033.04052,25.551899,12.336639,11.079895,11.665985,11.818909,12.308716,14.161652,16.919434,10.412781,10.948761,10.967194,12.029938,15.023895,17.726593
43.04664,61987.1616,1033.11936,25.612904,12.336365,11.080841,11.665649,11.818451,12.308594,14.16153,16.919373,10.41272,10.94873,10.967072,12.030029,15.024109,17.726044
43.05029,61992.4176,1033.20696,25.703274,12.335968,11.080688,11.665375,11.818298,12.308472,14.161499,16.919067,10.412476,10.9487,10.967041,12.029877,15.024261,17.7258
43.053575,61997.148,1033.2858,25.764271,12.335632,11.07962,11.665253,11.817841,12.308411,14.161407,16.91922,10.412659,10.948486,10.96698,12.029724,15.0242,17.725311
43.057225,62002.404,1033.3734,25.854641,12.335205,11.080841,11.664856,11.817657,12.308044,14.161499,16.919281,10.412659,10.948364,10.966827,12.029724,15.024567,17.724976
43.06051,62007.1344,1033.45224,25.915638,12.334656,11.080292,11.664795,11.817505,12.308105,14.161438,16.918945,10.412476,10.948181,10.966919,12.029755,15.024567,17.72464
43.06416,62012.3904,1033.53984,26.006008,12.334534,11.079163,11.66452,11.817047,12.3078,14.161407,16.918945,10.412445,10.948181,10.966736,12.029755,15.024658,17.724243
43.067445,62017.1208,1033.61868,26.067013,12.334106,11.079834,11.664337,11.816895,12.307495,14.161499,16.918884,10.412445,10.948242,10.966583,12.029572,15.02478,17.723907
43.071095,62022.3768,1033.70628,26.130268,12.33371,11.07959,11.663757,11.816467,12.307465,14.161407,16.918854,10.412201,10.947784,10.966583,12.029633,15.024963,17.723846
43.07438,62027.1072,1033.78512,26.220638,12.333221,11.079224,11.663879,11.816498,12.307373,14.161377,16.91864,10.412323,10.947876,10.966705,12.02951,15.025269,17.723297
43.07803,62032.3632,1033.87272,26.281635,12.332855,11.078094,11.663544,11.816193,12.307159,14.161224,16.918549,10.412201,10.947723,10.966431,12.029541,15.025177,17.7229
43.081315,62037.0936,1033.95156,26.344898,12.332611,11.078583,11.663269,11.815765,12.307159,14.161194,16.918396,10.412109,10.94751,10.966431,12.029572,15.025391,17.722687
43.084965,62042.3496,1034.03916,26.435268,12.332245,11.078003,11.662964,11.815765,12.306976,14.161346,16.918427,10.412109,10.947723,10.966431,12.029785,15.025604,17.722473
43.08825,62047.08,1034.118,26.527897,12.331879,11.077759,11.662933,11.815277,12.306946,14.161194,16.918213,10.412109,10.947449,10.966248,12.029541,15.025543,17.722351
43.0919,62052.336,1034.2056,26.59116,12.331268,11.077454,11.662781,11.815155,12.306885,14.161133,16.918335,10.411957,10.947327,10.966248,12.029877,15.025635,17.721863
43.095185,62057.0664,1034.28444,26.652157,12.331116,11.077301,11.662354,11.81488,12.306641,14.161133,16.918335,10.412079,10.947235,10.966217,12.029694,15.025696,17.721619
43.098835,62062.3224,1034.37204,26.715412,12.330688,11.077789,11.662048,11.814606,12.306305,14.161072,16.917999,10.411774,10.947235,10.966064,12.029877,15.025818,17.721497
43.10212,62067.0528,1034.45088,26.776417,12.330322,11.077301,11.661835,11.814453,12.306366,14.161072,16.917999,10.411835,10.947021,10.966034,12.029785,15.025909,17.721069
43.10577,62072.3088,1034.53848,26.808048,12.329956,11.077454,11.661774,11.814331,12.306152,14.161072,16.917999,10.411743,10.946838,10.966003,12.029877,15.026337,17.72052
43.109055,62077.0392,1034.61732,26.839672,12.32959,11.077789,11.661469,11.813995,12.306,14.161072,16.917877,10.411621,10.946777,10.965912,12.03009,15.026123,17.720062
43.112705,62082.2952,1034.70492,26.900677,12.329132,11.077118,11.661285,11.81366,12.305847,14.161011,16.917694,10.411621,10.946686,10.96579,12.029816,15.026428,17.719818
43.11599,62087.0256,1034.78376,26.900677,12.328796,11.076691,11.66098,11.813385,12.305725,14.160858,16.917511,10.411469,10.946747,10.965668,12.029877,15.026337,17.719513
43.11964,62092.2816,1034.87136,26.932301,12.328461,11.076691,11.660645,11.813171,12.305511,14.160858,16.91748,10.411469,10.946533,10.965576,12.03009,15.02652,17.719269
43.122925,62097.012,1034.9502,26.963932,12.328094,11.077515,11.6604,11.812744,12.305359,14.160767,16.917053,10.411255,10.946625,10.965637,12.030029,15.026581,17.718781
43.126575,62102.268,1035.0378,26.995564,12.327667,11.075836,11.660248,11.812469,12.305298,14.160858,16.917084,10.411407,10.946381,10.965759,12.030121,15.026886,17.718689
43.12986,62106.9984,1035.11664,26.995564,12.327423,11.075592,11.660095,11.8125,12.305084,14.160858,16.917053,10.411469,10.946289,10.965546,12.030243,15.026947,17.718353
43.13351,62112.2544,1035.20424,27.027195,12.326874,11.074432,11.659607,11.812073,12.305084,14.160767,16.91684,10.411255,10.946381,10.965302,12.030243,15.0271,17.717834
43.136795,62116.9848,1035.28308,27.027195,12.326447,11.075012,11.659607,11.81189,12.305023,14.160797,16.91684,10.411163,10.946106,10.965424,12.030212,15.027008,17.717804
43.140445,62122.2408,1035.37068,27.027195,12.326233,11.075928,11.659241,11.811676,12.304657,14.160797,16.916595,10.411285,10.946106,10.96524,12.030487,15.027191,17.717468
43.14373,62126.9712,1035.44952,26.995564,12.325867,11.075195,11.658905,11.811127,12.304474,14.160767,16.916595,10.411163,10.945923,10.965302,12.030334,15.027496,17.71701
43.14738,62132.2272,1035.53712,26.995564,12.325348,11.075043,11.658752,11.811096,12.304596,14.160767,16.916382,10.411133,10.945801,10.965179,12.030548,15.027557,17.716217
43.150665,62136.9576,1035.61596,26.995564,12.325043,11.074371,11.658691,11.810944,12.30426,14.160706,16.91629,10.41098,10.945679,10.964996,12.030457,15.027557,17.715881
43.154315,62142.2136,1035.70356,26.995564,12.324585,11.075592,11.658539,11.810486,12.30426,14.160706,16.916107,10.411011,10.945831,10.964966,12.030426,15.027954,17.715668
43.1576,62146.944,1035.7824,26.963932,12.324341,11.075256,11.658081,11.810181,12.303986,14.160736,16.916107,10.411133,10.945526,10.964966,12.03064,15.027832,17.715393
43.16125,62152.2,1035.87,26.963932,12.323822,11.073914,11.657776,11.81015,12.303802,14.160461,16.916138,10.410828,10.945282,10.964691,12.030334,15.027985,17.715302
43.164535,62156.9304,1035.94884,26.932301,12.323669,11.073395,11.657471,11.809692,12.303894,14.1604,16.915863,10.410706,10.945374,10.964813,12.03064,15.028076,17.714752
43.168185,62162.1864,1036.03644,26.932301,12.323303,11.074005,11.657379,11.809448,12.303772,14.160522,16.915985,10.410553,10.945099,10.96463,12.030762,15.028015,17.714325
43.17147,62166.9168,1036.11528,26.900677,12.322815,11.075195,11.657043,11.809509,12.303375,14.160492,16.915741,10.410492,10.945038,10.964752,12.030792,15.028381,17.714203
43.17512,62172.1728,1036.20288,26.869045,12.322479,11.073608,11.65683,11.809052,12.303497,14.160461,16.915649,10.410461,10.944885,10.964722,12.030823,15.028595,17.713806
43.178405,62176.9032,1036.28172,26.869045,12.321869,11.073395,11.656311,11.808929,12.303131,14.160461,16.915741,10.4104,10.945068,10.964569,12.030762,15.028656,17.713593
43.182055,62182.1592,1036.36932,26.839672,12.321594,11.072815,11.656342,11.808441,12.30307,14.160339,16.915466,10.410431,10.944885,10.9646,12.030975,15.028748,17.713348
43.18534,62186.8896,1036.44816,26.839672,12.32132,11.073029,11.656311,11.808319,12.302887,14.160309,16.915375,10.410309,10.944733,10.964325,12.030914,15.028809,17.712891
43.18899,62192.1456,1036.53576,26.808048,12.320892,11.072693,11.655823,11.808105,12.302765,14.160492,16.915283,10.410461,10.944519,10.964508,12.031158,15.028931,17.712677
43.192275,62196.876,1036.6146,26.776417,12.32077,11.072906,11.65564,11.807953,12.302582,14.160461,16.9151,10.410217,10.944519,10.964355,12.031128,15.028961,17.712524
43.195925,62202.132,1036.7022,26.744785,12.320251,11.072815,11.655243,11.807495,12.30249,14.160339,16.915009,10.410095,10.944305,10.964233,12.03125,15.029266,17.712219
43.19921,62206.8624,1036.78104,26.744785,12.319946,11.071381,11.654816,11.807404,12.302399,14.160248,16.915009,10.410095,10.944275,10.964142,12.031219,15.029327,17.711945
43.20286,62212.1184,1036.86864,26.715412,12.319458,11.07254,11.655121,11.806946,12.302246,14.160187,16.914948,10.410095,10.944244,10.96402,12.031219,15.029388,17.711395
43.20651,62217.3744,1036.95624,26.683788,12.319092,11.071564,11.654602,11.80661,12.302246,14.160278,16.914764,10.409973,10.944183,10.96402,12.031433,15.029541,17.711334
43.209795,62222.1048,1037.03508,26.652157,12.318665,11.071564,11.65451,11.806458,12.302032,14.160187,16.914886,10.409973,10.943939,10.963959,12.031708,15.02951,17.711182
43.213445,62227.3608,1037.12268,26.620525,12.318207,11.072632,11.654236,11.806305,12.301819,14.159973,16.914948,10.40976,10.943939,10.963959,12.031616,15.029816,17.71051
43.21673,62232.0912,1037.20152,26.59116,12.317993,11.071564,11.653992,11.806122,12.301697,14.160065,16.915649,10.409821,10.943817,10.963776,12.031738,15.029907,17.710449
43.22038,62237.3472,1037.28912,26.559528,12.317566,11.070892,11.653687,11.805786,12.301636,14.160034,16.915863,10.409882,10.943604,10.963898,12.031982,15.030121,17.710236
43.223665,62242.0776,1037.36796,26.527897,12.31723,11.069305,11.653412,11.80545,12.301575,14.160034,16.91629,10.409637,10.943665,10.963684,12.031982,15.030151,17.710114
43.227315,62247.3336,1037.45556,26.527897,12.316864,11.070404,11.653137,11.805298,12.30127,14.160034,16.916626,10.409637,10.943481,10.963562,12.032227,15.030304,17.709442
43.2306,62252.064,1037.5344,26.498524,12.316376,11.071411,11.652893,11.804993,12.301086,14.159973,16.916931,10.409515,10.943359,10.963654,12.032318,15.030457,17.709595
43.23425,62257.32,1037.622,26.405895,12.316162,11.069946,11.652771,11.804749,12.301025,14.159973,16.917175,10.409424,10.943359,10.963654,12.032288,15.030579,17.709076
43.237535,62262.0504,1037.70084,26.374271,12.315704,11.069641,11.652405,11.804382,12.300903,14.159973,16.917419,10.409485,10.943298,10.963287,12.032379,15.03067,17.708862
43.241185,62267.3064,1037.78844,26.344898,12.315399,11.070923,11.652344,11.804291,12.300903,14.159882,16.91745,10.409363,10.943115,10.96344,12.032654,15.030762,17.708221
43.24447,62272.0368,1037.86728,26.281635,12.314911,11.069885,11.652069,11.804047,12.300476,14.159943,16.917633,10.409332,10.943115,10.963348,12.032837,15.030884,17.70816
43.24812,62277.2928,1037.95488,26.25227,12.314636,11.068909,11.651855,11.803802,12.30069,14.15976,16.917633,10.409241,10.942932,10.963135,12.03302,15.031036,17.707886
43.251405,62282.0232,1038.03372,26.220638,12.31424,11.070221,11.651611,11.803467,12.300354,14.159882,16.917694,10.409119,10.942932,10.963074,12.033234,15.031128,17.707672
43.255055,62287.2792,1038.12132,26.191273,12.313751,11.069611,11.651123,11.803192,12.300293,14.15976,16.917572,10.409119,10.942627,10.963074,12.033447,15.031189,17.707489
43.25834,62292.0096,1038.20016,26.130268,12.313446,11.069275,11.651215,11.802887,12.300018,14.15976,16.917816,10.409149,10.942566,10.963043,12.033569,15.03125,17.707672
43.26199,62297.2656,1038.28776,26.098637,12.313141,11.070801,11.650818,11.802887,12.299896,14.159668,16.917908,10.408783,10.942474,10.962708,12.033569,15.031464,17.707184
43.265275,62301.996,1038.3666,26.03764,12.312866,11.06842,11.650482,11.802521,12.299774,14.159729,16.917572,10.408691,10.942383,10.962738,12.033691,15.031555,17.707031
43.268925,62307.252,1038.4542,25.976643,12.312317,11.067413,11.650543,11.802216,12.299713,14.159729,16.917633,10.408875,10.942291,10.96286,12.034088,15.031586,17.706512
43.27221,62311.9824,1038.53304,25.915638,12.311859,11.067383,11.650085,11.801971,12.299652,14.159729,16.917725,10.408691,10.942169,10.962799,12.034088,15.031708,17.705902
43.27586,62317.2384,1038.62064,25.854641,12.311432,11.068726,11.649689,11.801849,12.299408,14.159515,16.917297,10.408752,10.942047,10.962555,12.03418,15.031921,17.705505
43.279145,62321.9688,1038.69948,25.793644,12.311249,11.067993,11.649536,11.801483,12.299225,14.159515,16.917145,10.408752,10.942047,10.962616,12.034454,15.031921,17.705261
43.282795,62327.2248,1038.78708,25.764271,12.310822,11.067902,11.649353,11.8013,12.299225,14.15976,16.916809,10.408661,10.941956,10.962494,12.034363,15.032196,17.704712
43.28608,62331.9552,1038.86592,25.703274,12.310364,11.066711,11.649139,11.801056,12.298981,14.159454,16.916473,10.4086,10.941803,10.962372,12.034729,15.032135,17.704376
43.28973,62337.2112,1038.95352,25.642269,12.31012,11.066956,11.648895,11.800812,12.298828,14.159607,16.916107,10.408539,10.941742,10.962372,12.034851,15.032349,17.704163
43.293015,62341.9416,1039.03236,25.612904,12.309723,11.067261,11.648804,11.800507,12.298859,14.159393,16.915649,10.408417,10.941681,10.96228,12.035126,15.032349,17.703735
43.296665,62347.1976,1039.11996,25.551899,12.309509,11.067017,11.648438,11.800232,12.298676,14.159576,16.915497,10.408539,10.941559,10.96225,12.035217,15.032684,17.703339
43.29995,62351.928,1039.1988,25.522533,12.309143,11.067047,11.648102,11.799988,12.298615,14.159454,16.914948,10.408295,10.941345,10.96228,12.035126,15.032654,17.70285
43.3036,62357.184,1039.2864,25.461529,12.308716,11.066956,11.647736,11.799744,12.29837,14.159363,16.914673,10.408295,10.941345,10.96225,12.035156,15.032684,17.702545
43.306885,62361.9144,1039.36524,25.432163,12.308197,11.066101,11.647705,11.799561,12.298462,14.159424,16.914337,10.408295,10.941071,10.962036,12.035278,15.032715,17.702454
43.310535,62367.1704,1039.45284,25.371159,12.307892,11.066803,11.647491,11.799164,12.298157,14.159454,16.914001,10.408173,10.940979,10.962006,12.035461,15.032898,17.702393
43.31382,62371.9008,1039.53168,25.341793,12.307648,11.066589,11.647278,11.799103,12.298035,14.159607,16.913849,10.408173,10.940948,10.961884,12.035614,15.033112,17.702271
43.31747,62377.1568,1039.61928,25.31242,12.307068,11.066345,11.64682,11.798645,12.297913,14.159271,16.913635,10.408051,10.940979,10.961914,12.035675,15.03302,17.701447
43.320755,62381.8872,1039.69812,25.251423,12.306702,11.065552,11.646606,11.79837,12.297729,14.159363,16.913544,10.407959,10.940857,10.961731,12.035889,15.033325,17.701111
43.324405,62387.1432,1039.78572,25.22205,12.306305,11.064362,11.646667,11.798218,12.297668,14.159454,16.913544,10.408051,10.940826,10.961914,12.036133,15.033417,17.700836
43.32769,62391.8736,1039.86456,25.163311,12.306,11.066132,11.646332,11.798004,12.297424,14.159058,16.912964,10.407959,10.940704,10.961578,12.036102,15.033508,17.700317
43.33134,62397.1296,1039.95216,25.13168,12.305725,11.06543,11.646271,11.79776,12.297241,14.159302,16.912811,10.407867,10.940521,10.96167,12.036133,15.033569,17.699768
43.334625,62401.86,1040.031,25.072941,12.305298,11.064362,11.645874,11.797516,12.297211,14.159302,16.912415,10.407623,10.940582,10.961487,12.036346,15.033722,17.69986
43.338275,62407.116,1040.1186,25.043568,12.305023,11.064056,11.645508,11.797119,12.297028,14.159088,16.912415,10.407715,10.94046,10.961517,12.036469,15.033661,17.699677
43.34156,62411.8464,1040.19744,24.982571,12.304718,11.064575,11.645416,11.797058,12.296875,14.15921,16.912018,10.407623,10.940216,10.961304,12.036346,15.033936,17.698914
43.34521,62417.1024,1040.28504,24.953197,12.304291,11.063904,11.645172,11.796753,12.2966,14.15918,16.912018,10.407593,10.940186,10.961334,12.036682,15.034058,17.698608
43.348495,62421.8328,1040.36388,24.894459,12.303894,11.064819,11.644836,11.7966,12.296539,14.15921,16.911621,10.407532,10.939911,10.961273,12.03656,15.034058,17.698303
43.352145,62427.0888,1040.45148,24.865086,12.303345,11.064453,11.644562,11.796173,12.296661,14.158936,16.911713,10.407379,10.93985,10.961182,12.036926,15.034302,17.698395
43.35543,62431.8192,1040.53032,24.806347,12.303223,11.064026,11.644409,11.796173,12.296417,14.159149,16.91156,10.40744,10.93985,10.961182,12.037018,15.034332,17.698303
43.35908,62437.0752,1040.61792,24.776981,12.302734,11.06427,11.644165,11.795715,12.296326,14.159058,16.91156,10.407471,10.939911,10.960968,12.03714,15.034515,17.698151
43.362365,62441.8056,1040.69676,24.715977,12.302368,11.064056,11.643921,11.795532,12.296173,14.159088,16.911407,10.407166,10.939606,10.960938,12.037323,15.034668,17.697876
43.366015,62447.0616,1040.78436,24.686611,12.302063,11.065186,11.643494,11.79541,12.296051,14.159058,16.911255,10.407288,10.939484,10.960876,12.037598,15.034637,17.697754
43.3693,62451.792,1040.8632,24.627865,12.301605,11.063385,11.643463,11.795044,12.295898,14.158936,16.911163,10.407227,10.939575,10.960815,12.037811,15.034882,17.697021
43.37295,62457.048,1040.9508,24.598499,12.301331,11.063751,11.643188,11.794739,12.295715,14.159149,16.911163,10.407104,10.939301,10.960754,12.037933,15.034882,17.696472
43.376235,62461.7784,1041.02964,24.539753,12.300934,11.063568,11.642975,11.794464,12.295654,14.159058,16.911041,10.407013,10.939209,10.960724,12.038025,15.035004,17.69632
43.379885,62467.0344,1041.11724,24.481014,12.300629,11.062042,11.642822,11.794312,12.29538,14.159149,16.910828,10.407104,10.939056,10.960541,12.0383,15.035095,17.696075
43.38317,62471.7648,1041.19608,24.422276,12.300079,11.062378,11.642578,11.794037,12.29541,14.158875,16.910828,10.407013,10.938995,10.960449,12.038391,15.035309,17.695862
43.38682,62477.0208,1041.28368,24.392902,12.299652,11.061218,11.642487,11.793823,12.29541,14.158844,16.910736,10.406891,10.938843,10.960602,12.038513,15.035431,17.695526
43.390105,62481.7512,1041.36252,24.334164,12.29953,11.062347,11.641968,11.79361,12.295197,14.158875,16.9104,10.406921,10.939056,10.96051,12.038849,15.035553,17.695007
43.393755,62487.0072,1041.45012,24.275425,12.299011,11.062042,11.641937,11.793243,12.295013,14.158752,16.910431,10.406769,10.938721,10.960266,12.038971,15.035553,17.695129
43.39704,62491.7376,1041.52896,24.24831,12.298615,11.062378,11.641693,11.79303,12.294952,14.158997,16.910095,10.406647,10.93866,10.960358,12.039124,15.035767,17.694427
43.40069,62496.9936,1041.61656,24.189571,12.298462,11.061096,11.641266,11.792847,12.294769,14.158722,16.910004,10.406647,10.938507,10.960236,12.039215,15.035675,17.694702
43.403975,62501.724,1041.6954,24.130833,12.297913,11.061157,11.641113,11.79245,12.294647,14.158966,16.909973,10.406525,10.938293,10.960022,12.039368,15.035828,17.694
43.407625,62506.98,1041.783,24.10146,12.297546,11.060425,11.640686,11.792114,12.294464,14.158813,16.909882,10.406616,10.938324,10.960266,12.039764,15.036072,17.693481
43.41091,62511.7104,1041.86184,24.072094,12.29718,11.060974,11.640564,11.792114,12.294373,14.158813,16.909729,10.406403,10.938263,10.959961,12.039856,15.036072,17.693085
43.41456,62516.9664,1041.94944,24.013348,12.296906,11.060394,11.640411,11.791748,12.29425,14.158813,16.909729,10.406403,10.93811,10.959778,12.04007,15.036102,17.692902
43.417845,62521.6968,1042.02828,23.956867,12.296417,11.060394,11.640198,11.791443,12.293945,14.15863,16.909302,10.406281,10.938171,10.959808,12.04007,15.036255,17.692261
43.421495,62526.9528,1042.11588,23.927502,12.296112,11.060028,11.640198,11.791351,12.293915,14.158752,16.909302,10.406281,10.938049,10.959808,12.040222,15.036255,17.691925
43.42478,62531.6832,1042.19472,23.898129,12.295837,11.059662,11.639648,11.791077,12.293762,14.158539,16.908875,10.406189,10.937927,10.959625,12.040314,15.036591,17.691223
43.42843,62536.9392,1042.28232,23.812275,12.295319,11.060089,11.63913,11.790741,12.29364,14.158539,16.908539,10.406281,10.937683,10.959534,12.040497,15.03653,17.691437
43.431715,62541.6696,1042.36116,23.812275,12.295135,11.0578,11.639008,11.790497,12.293579,14.1586,16.908478,10.406219,10.937775,10.959747,12.04068,15.036896,17.690918
43.435365,62546.9256,1042.44876,23.753536,12.294922,11.056763,11.638702,11.790405,12.293518,14.158478,16.908081,10.405853,10.937683,10.959564,12.040833,15.037048,17.690369
43.43865,62551.656,1042.5276,23.697056,12.294403,11.059204,11.638611,11.790192,12.293213,14.158386,16.907867,10.405914,10.937469,10.959473,12.040741,15.036804,17.689758
43.4423,62556.912,1042.6152,23.667683,12.293854,11.059814,11.638458,11.789825,12.293091,14.158508,16.907745,10.406067,10.937531,10.959442,12.040771,15.037201,17.689453
43.445585,62561.6424,1042.69404,23.638317,12.293671,11.056641,11.638275,11.789459,12.292969,14.158417,16.90744,10.405823,10.937439,10.959259,12.040863,15.036987,17.689301
43.449235,62566.8984,1042.78164,23.638317,12.293243,11.058319,11.638123,11.789459,12.292877,14.158508,16.907043,10.405914,10.937317,10.959229,12.041077,15.037292,17.688385
43.45252,62571.6288,1042.86048,23.552464,12.292877,11.057556,11.637817,11.789124,12.292786,14.158478,16.906921,10.405914,10.937103,10.959259,12.040955,15.037384,17.688141
43.45617,62576.8848,1042.94808,23.52309,12.292542,11.057831,11.637634,11.78891,12.292786,14.158417,16.906891,10.405609,10.937012,10.959076,12.041168,15.037598,17.687836
43.459455,62581.6152,1043.02692,23.495983,12.291992,11.057678,11.637299,11.788635,12.29245,14.158295,16.906555,10.405609,10.936981,10.958984,12.041016,15.037537,17.687195
43.463105,62586.8712,1043.11452,23.46661,12.291718,11.057922,11.636963,11.788391,12.292419,14.158386,16.906342,10.405792,10.936798,10.958954,12.040955,15.037842,17.687225
43.46639,62591.6016,1043.19336,23.41013,12.291473,11.056061,11.636749,11.788086,12.292175,14.158295,16.905914,10.405334,10.936798,10.958862,12.041016,15.03775,17.686829
43.47004,62596.8576,1043.28096,23.41013,12.290955,11.057251,11.636475,11.787872,12.292084,14.158264,16.905853,10.405579,10.936798,10.958832,12.040955,15.037781,17.686462
43.47369,62602.1136,1043.36856,23.351391,12.29071,11.057831,11.636261,11.787659,12.291809,14.158386,16.90564,10.405334,10.936493,10.959015,12.040863,15.037933,17.686157
43.476975,62606.844,1043.4474,23.324284,12.290253,11.05719,11.636047,11.787415,12.291718,14.158264,16.905304,10.405304,10.936523,10.958771,12.041229,15.038086,17.685822
43.480625,62612.1,1043.535,23.29491,12.289948,11.057251,11.635773,11.787231,12.291809,14.158173,16.904999,10.405334,10.936493,10.958771,12.041046,15.038177,17.685516
43.48391,62616.8304,1043.61384,23.209057,12.28949,11.057434,11.635559,11.787018,12.291687,14.158142,16.904846,10.405304,10.93631,10.958466,12.041046,15.038269,17.685089
43.48756,62622.0864,1043.70144,23.179691,12.289063,11.056519,11.635498,11.786591,12.291626,14.158264,16.904449,10.405212,10.936188,10.958527,12.041229,15.038391,17.684875
43.490845,62626.8168,1043.78028,23.123203,12.288849,11.054047,11.63504,11.786316,12.291351,14.158051,16.904327,10.405304,10.936157,10.958496,12.04129,15.038422,17.684601
43.49413,62631.5472,1043.85912,23.096096,12.288513,11.056366,11.63504,11.786316,12.291138,14.158081,16.904419,10.405151,10.936035,10.958405,12.04129,15.038635,17.684021
43.49778,62636.8032,1043.94672,23.039616,12.288055,11.056244,11.634796,11.78598,12.291138,14.158173,16.903992,10.404968,10.936157,10.958191,12.041229,15.038605,17.683838
43.50143,62642.0592,1044.03432,23.010242,12.287628,11.055634,11.634491,11.785828,12.291046,14.158051,16.903931,10.404907,10.935913,10.958282,12.041321,15.038849,17.683441
43.504715,62646.7896,1044.11316,22.953762,12.287323,11.055389,11.634186,11.7854,12.290802,14.15802,16.903625,10.404999,10.93573,10.95816,12.04129,15.038818,17.683075
43.508365,62652.0456,1044.20076,22.924389,12.286987,11.055634,11.634186,11.785126,12.290497,14.158264,16.903503,10.404816,10.935638,10.958038,12.041321,15.03891,17.68277
43.51165,62656.776,1044.2796,22.897282,12.286407,11.055206,11.63385,11.78479,12.29068,14.157959,16.903229,10.404877,10.935486,10.957947,12.041473,15.039154,17.682465
43.5153,62662.032,1044.3672,22.840801,12.286102,11.056122,11.633362,11.784607,12.290344,14.157959,16.903229,10.404724,10.935364,10.957916,12.04129,15.039215,17.682037
43.518585,62666.7624,1044.44604,22.811428,12.285889,11.056061,11.633179,11.784363,12.290222,14.158081,16.902863,10.404694,10.93512,10.958038,12.04129,15.039185,17.68161
43.522235,62672.0184,1044.53364,22.784321,12.285431,11.055634,11.633118,11.784119,12.2901,14.158081,16.902649,10.40451,10.935211,10.957764,12.041382,15.039429,17.681366
